market,ticker,yfSymbol,assetType,dividendYield,dividendPolicy,dividendSource,yieldStatus,reviewReason,latestClose,ttmDividend,dividendCount12m
US,BTCC,BTCC,ETF,89.07,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,16.1038,14.344,21
US,BTCI,BTCI,ETF,38.08,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,34.439999,13.115,12
US,BTCL,BTCL,ETF,2.74,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,17.860001,0.49,1
US,BTCO,BTCO,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,74.449997,0.0,0
US,BTCT,BTCT,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,1.1201,0.0,0
US,BTCW,BTCW,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,79.010002,0.0,0
US,BTCZ,BTCZ,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,4.345,0.0,0
US,BTF,BTF,ETF,191.37,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,19.82,37.93,4
US,BTGD,BTGD,ETF,4.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,28.120001,1.154,1
US,BTI,BTI,stock,4.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,63.98,3.082,4
US,BTM,BTM,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,0.28899,0.0,0
US,BTMWW,BTMWW,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,0.0475,0.0,0
US,BTRN,BTRN,ETF,28.33,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,27.165199,7.695,2
US,BU,BU,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,20.374399,0.0,0
US,BUCK,BUCK,ETF,8.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,23.459999,1.89,13
US,BUD,BUD,stock,1.39,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,84.230003,1.174,1
US,BUFC,BUFC,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,42.310001,0.0,0
US,BUFD,BUFD,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,29.589899,0.0,0
US,BUFQ,BUFQ,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,39.099998,0.0,0
US,BUFR,BUFR,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,36.366199,0.0,0
US,BUG,BUG,ETF,0.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,33.060001,0.012,1
US,BULG,BULG,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,31.32,0.0,0
US,BULX,BULX,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,3.67,0.0,0
US,BULZ,BULZ,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,47.810001,0.0,0
US,BURL,BURL,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,328.554993,0.0,0
US,BUXX,BUXX,ETF,4.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,20.27,0.964,12
US,BWA,BWA,stock,0.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,70.044998,0.62,4
US,BWX,BWX,ETF,2.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,22.084999,0.517,12
US,BWXT,BWXT,stock,0.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,200.759995,1.04,4
US,BWZ,BWZ,ETF,2.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.23,0.56,12
US,BX,BX,stock,4.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,119.989998,4.97,4
US,BXDC,BXDC,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,21.775,0.0,0
US,BXMT,BXMT,stock,10.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,18.485001,1.88,4
US,BXP,BXP,stock,5.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,61.264999,3.08,4
US,BYLD,BYLD,ETF,5.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,22.630501,1.212,12
US,BYRE,BYRE,ETF,2.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.653299,0.668,4
US,BZ,BZ,stock,1.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,13.505,0.168,1
US,C,C,stock,1.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,125.599998,2.4,4
US,CACC,CACC,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,559.844971,0.0,0
US,CACI,CACI,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,510.720001,0.0,0
US,CAE,CAE,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,23.895,0.0,0
US,CAG,CAG,stock,10.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,13.4301,1.4,4
US,CAH,CAH,stock,1.02,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,201.210007,2.044,4
US,CAIE,CAIE,ETF,11.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.620001,3.278,10
US,CAIQ,CAIQ,ETF,7.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.059999,1.907,5
US,CALF,CALF,ETF,1.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,49.555,0.64,4
US,CAMT,CAMT,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,166.619995,0.0,0
US,CANQ,CANQ,ETF,4.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,31.290001,1.368,12
US,CARR,CARR,stock,1.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,65.699997,0.93,4
US,CART,CART,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,41.235001,0.0,0
US,CARY,CARY,ETF,5.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,20.837099,1.112,12
US,CASY,CASY,stock,0.28,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,809.900024,2.28,4
US,CAT,CAT,stock,0.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,896.630005,6.04,4
US,CATH,CATH,ETF,0.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,89.610001,0.688,2
US,CAVA,CAVA,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,85.327499,0.0,0
US,CB,CB,stock,0.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,325.369995,1.94,2
US,CBL,CBL,stock,4.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,47.290001,1.925,5
US,CBOA,CBOA,ETF,2.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.540001,0.577,1
US,CBOE,CBOE,stock,0.39,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,350.394989,1.35,2
US,CBOJ,CBOJ,ETF,3.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,23.92,0.759,1
US,CBOY,CBOY,ETF,1.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.445101,0.336,1
US,CBRE,CBRE,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,131.449997,0.0,0
US,CBSH,CBSH,stock,2.02,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.43,1.06081,4
US,CBTA,CBTA,ETF,1.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,22.780001,0.248,1
US,CBTJ,CBTJ,ETF,1.62,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,19.6,0.317,1
US,CBTY,CBTY,ETF,1.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,19.624901,0.323,1
US,CBXA,CBXA,ETF,2.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,22.459999,0.532,1
US,CBXJ,CBXJ,ETF,2.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,21.26,0.446,1
US,CBXY,CBXY,ETF,1.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,21.969999,0.319,1
US,CCEF,CCEF,ETF,7.96,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,29.585699,2.356,12
US,CCEP,CCEP,stock,2.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,95.019997,2.39,2
US,CCI,CCI,stock,4.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,91.089996,4.252,4
US,CCJ,CCJ,stock,0.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,106.470001,0.172,1
US,CCK,CCK,stock,1.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,98.839996,1.22,4
US,CCL,CCL,stock,1.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,28.02,0.3,2
US,CCSB,CCSB,ETF,4.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,20.030001,0.957,12
US,CCUP,CCUP,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,4.88,0.0,0
US,CDC,CDC,ETF,3.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,73.459999,2.293,12
US,CDNS,CDNS,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,376.225006,0.0,0
US,CDP,CDP,stock,3.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,32.605,1.235,4
US,CDW,CDW,stock,2.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,116.129997,2.515,4
US,CE,CE,stock,0.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,52.66,0.12,4
US,CEFZ,CEFZ,ETF,7.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,8.36,0.616,9
US,CEG,CEG,stock,0.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,289.880005,1.63,4
US,CEGX,CEGX,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,16.250999,0.0,0
US,CELH,CELH,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,32.784199,0.0,0
US,CEPI,CEPI,ETF,45.02,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,34.7323,15.635,12
US,CERY,CERY,ETF,3.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,36.389999,1.426,1
US,CF,CF,stock,1.74,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,115.220001,2.0,4
US,CFA,CFA,ETF,1.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,96.650002,1.198,12
US,CFG,CFG,stock,2.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,63.73,1.8,4
US,CFIT,CFIT,ETF,4.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.120001,1.073,4
US,CFR,CFR,stock,2.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,139.710007,4.0,4
US,CG,CG,stock,3.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,46.470001,1.4,4
US,CGBL,CGBL,ETF,1.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,37.610001,0.703,4
US,CGCB,CGCB,ETF,4.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.215,1.109,12
US,CGCP,CGCP,ETF,5.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,22.370001,1.149,12
US,CGDG,CGDG,ETF,1.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,37.544998,0.7,4
US,CGDV,CGDV,ETF,1.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,48.224998,0.569,4
US,CGGO,CGGO,ETF,1.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,40.799999,0.702,2
US,CGGR,CGGR,ETF,0.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,47.099998,0.042,1
US,CGHM,CGHM,ETF,3.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.565001,0.969,12
US,CGHY,CGHY,ETF,4.59,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.42,1.166,10
US,CGMS,CGMS,ETF,5.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.5599,1.627,12
US,CGMU,CGMU,ETF,3.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.33,0.916,12
US,CGNX,CGNX,stock,0.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,67.025002,0.335,4
US,CGSD,CGSD,ETF,4.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.8321,1.155,12
US,CGSM,CGSM,ETF,3.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.33,0.799,12
US,CGUI,CGUI,ETF,3.93,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.360001,0.997,12
US,CGUS,CGUS,ETF,0.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,43.919998,0.385,4
US,CGW,CGW,ETF,1.58,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,63.220001,0.996,1
US,CGXU,CGXU,ETF,4.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,34.389999,1.567,2
US,CHAU,CHAU,ETF,1.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,24.334999,0.429,4
US,CHCI,CHCI,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,16.08,0.0,0
US,CHD,CHD,stock,1.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,99.089996,1.206,4
US,CHDN,CHDN,stock,0.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,85.259903,0.438,1
US,CHE,CHE,stock,0.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,441.809998,2.3,4
US,CHGG,CHGG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,1.39,0.0,0
US,CHH,CHH,stock,0.99,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,116.555,1.152,4
US,CHKP,CHKP,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,128.684998,0.0,0
US,CHMI,CHMI,stock,18.48,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,2.435,0.45,4
US,CHNU,CHNU,ETF,0.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,21.851101,0.029,2
US,CHPY,CHPY,ETF,29.66,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,79.050003,23.448,52
US,CHRD,CHRD,stock,3.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,134.229996,5.2,4
US,CHRW,CHRW,stock,1.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,176.705002,2.5,4
US,CHT,CHT,stock,3.83,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,43.610001,1.669,1
US,CHTR,CHTR,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,149.074997,0.0,0
US,CHWY,CHWY,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,21.32,0.0,0
US,CI,CI,stock,2.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,285.459991,6.09,4
US,CIB,CIB,stock,1.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,70.410004,1.218,1
US,CIBR,CIBR,ETF,0.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,82.470001,0.409,4
US,CIEN,CIEN,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,577.89502,0.0,0
US,CIFG,CIFG,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,12.96,0.0,0
US,CIG,CIG,stock,5.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,2.18,0.129,3
US,CIGI,CIGI,stock,0.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,98.760002,0.3,2
US,CIM,CIM,stock,11.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,13.6,1.56,4
US,CIMN,CIMN,stock,8.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.198601,2.252,4
US,CIMO,CIMO,stock,9.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.219999,2.312,4
US,CIMP,CIMP,stock,3.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.27,0.919,2
US,CINF,CINF,stock,2.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,166.664993,3.55,4
US,CL,CL,stock,2.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,92.18,2.09,4
US,CLDT,CLDT,stock,3.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,11.0,0.37,4
US,CLF,CLF,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,12.76,0.0,0
US,CLH,CLH,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,281.584991,0.0,0
US,CLPR,CLPR,stock,15.83,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,3.0,0.475,5
US,CLS,CLS,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,356.859985,0.0,0
US,CLSX,CLSX,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,30.58,0.0,0
US,CLX,CLX,stock,5.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,97.964996,4.96,4
US,CM,CM,stock,1.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,115.349998,1.483,2
US,CMC,CMC,stock,0.99,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,75.099998,0.74,4
US,CMCSA,CMCSA,stock,4.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,25.815001,1.278556,4
US,CMDT,CMDT,ETF,2.49,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,33.351398,0.83,4
US,CME,CME,stock,4.02,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,278.855011,11.2,4
US,CMF,CMF,ETF,2.96,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,57.084999,1.691,12
US,CMG,CMG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,33.1311,0.0,0
US,CMI,CMI,stock,1.21,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,660.280029,8.0,4
US,CMS,CMS,stock,3.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,74.254997,2.226,4
US,CMTG,CMTG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,2.325,0.0,0
US,CNA,CNA,stock,8.85,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,43.834999,3.88,4
US,CNC,CNC,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,58.400002,0.0,0
US,CNH,CNH,stock,0.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,10.535,0.1,1
US,CNI,CNI,stock,1.68,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,116.730003,1.964,3
US,CNM,CNM,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,49.939999,0.0,0
US,CNP,CNP,stock,2.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,42.764999,0.9,4
US,CNQ,CNQ,stock,1.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,45.715,0.887,2
US,COE,COE,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,26.41,0.0,0
US,COF,COF,stock,1.57,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,191.274994,3.0,4
US,COHR,COHR,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,368.790009,0.0,0
US,COII,COII,ETF,82.22,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,8.81,7.244,49
US,COIN,COIN,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,177.664993,0.0,0
US,COKE,COKE,stock,0.57,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,176.100006,1.0,4
US,COLD,COLD,stock,6.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,15.0255,0.92,4
US,COMT,COMT,ETF,5.71,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,33.755001,1.927,1
US,CONL,CONL,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,6.8199,0.0,0
US,CONY,CONY,ETF,200.96,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,24.040001,48.311,37
US,COO,COO,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,61.889999,0.0,0
US,COP,COP,stock,2.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,115.07,3.3,4
US,COPX,COPX,ETF,2.23,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,86.010002,1.922,2
US,COR,COR,stock,0.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,269.375,2.35,4
US,CORP,CORP,ETF,4.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,96.845001,4.67,12
US,COST,COST,stock,0.53,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,1005.650024,5.37,4
US,COTY,COTY,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,2.185,0.0,0
US,COWZ,COWZ,ETF,2.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,64.419998,1.29,4
US,CP,CP,stock,0.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,89.050003,0.496,3
US,CPAY,CPAY,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,354.394989,0.0,0
US,CPB,CPB,stock,7.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,20.75,1.56,4
US,CPHY,CPHY,ETF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,51.404999,0.0,0
US,CPNG,CPNG,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,16.344999,0.0,0
US,CPRT,CPRT,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,34.014999,0.0,0
US,CPT,CPT,stock,3.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,108.550003,4.21,4
US,CQP,CQP,stock,5.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,60.380001,3.27,4
US,CQQQ,CQQQ,ETF,2.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,53.709999,1.126,1
US,CR,CR,stock,0.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,182.130005,0.945,4
US,CRBG,CRBG,stock,3.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,27.68,0.97,4
US,CRBN,CRBN,ETF,2.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,254.570007,5.087,2
US,CRCO,CRCO,ETF,76.0,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,22.09,16.788,32
US,CRDT,CRDT,ETF,6.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,23.4,1.61,13
US,CRED,CRED,ETF,4.43,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,23.0033,1.018,4
US,CRESY,CRESY,stock,5.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,11.45,0.624,1
US,CRH,CRH,stock,0.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,106.910004,0.78,2
US,CRL,CRL,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,162.160004,0.0,0
US,CRM,CRM,stock,0.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,183.639999,1.688,4
US,CROX,CROX,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,119.324997,0.0,0
US,CRPT,CRPT,ETF,0.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,14.27,0.113,1
US,CRSH,CRSH,ETF,96.42,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price,20.690001,19.95,37
US,CRUS,CRUS,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,173.580002,0.0,0
US,CRWD,CRWD,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,644.419983,0.0,0
US,CSCO,CSCO,stock,1.38,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,119.489998,1.65,4
US,CSGP,CSGP,stock,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend,33.325001,0.0,0
US,CSHI,CSHI,ETF,4.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,49.825001,2.446,12
US,CSHP,CSHP,ETF,5.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,99.550003,4.985,12
US,CSL,CSL,stock,1.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,348.575012,4.4,4
US,CSPF,CSPF,ETF,5.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,26.110001,1.352,12
US,CSR,CSR,stock,4.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,68.305,3.08,4
US,CSRE,CSRE,ETF,2.21,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,28.9491,0.641,4
US,CSX,CSX,stock,1.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,46.700001,0.53,4
US,CTAS,CTAS,stock,1.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,,172.399994,1.8,4
