planType,market,ticker,assetType,priority,scenarioGrade,metricsStatus,targetBenchmarkId,requiredSeries,blockedSeries,sourceHint,outputPath,status,reasonCodes
asset,KR,032640,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,032820,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,032830,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,032850,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,032940,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033100,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033130,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033160,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033170,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033230,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033240,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033270,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033290,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033310,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033320,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033340,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033500,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033530,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033560,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033640,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033780,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033790,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033830,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,033920,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034020,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034120,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034220,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034230,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034310,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034590,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034730,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034810,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034830,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,034950,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035000,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035080,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035150,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035250,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035290,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035420,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035460,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035510,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035600,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035610,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035720,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035760,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035810,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035890,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,035900,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,036000,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
asset,KR,036010,stock,P1_ready_overlay,B,ready,KR_BENCHMARK_POLICY_REVIEW,monthly_price_return|monthly_close_price|monthly_total_return|monthly_dividend_amount|monthly_benchmark_return,monthly_total_return|monthly_dividend_amount,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,data/processed/scenario_monthly_returns.csv,provider_refetch_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
