market,ticker,dividendYield,dividendPolicy,dividendSource,yieldStatus,reviewReason
US,DBA,3.32,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DBC,2.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DBEF,5.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DBEU,4.17,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DBMF,5.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DBRG,0.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DBX,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DCI,1.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DCOR,0.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DCRE,4.74,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DD,1.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DDOG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DDS,5.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DE,1.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DEA,7.39,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DECK,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DECO,0.71,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DEFI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DEFR,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DEI,6.49,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DELL,0.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DEM,3.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DEO,3.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DES,2.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DESK,5.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAC,0.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAE,1.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAI,2.24,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAR,2.68,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAS,0.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAT,1.43,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAU,0.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFAX,2.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFCF,4.31,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFEM,1.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFEV,2.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFGP,3.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFGR,3.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFGX,2.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFIC,2.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFII,25.2,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,DFIP,3.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFIV,2.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFLV,1.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFNM,2.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFSD,3.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFSU,0.83,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFSV,1.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFUS,0.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DFUV,1.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DG,2.22,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DGRO,1.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DGRW,1.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DGS,3.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DGX,1.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DGZ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DHC,0.46,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DHCNI,7.66,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DHCNL,2.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DHI,1.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DHR,0.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DHS,3.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIA,1.38,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIAL,4.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIHP,2.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DINO,2.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIPS,65.03,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,DIS,1.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DISO,42.47,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,DISV,2.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIV,6.57,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIVI,3.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIVN,2.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIVO,6.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIVY,3.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DIVZ,2.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DJT,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DKNG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DKS,2.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DLB,2.46,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DLN,1.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DLR,2.53,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DLS,3.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DLTR,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DMX,5.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DMXF,4.36,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DNL,1.67,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DOC,6.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DOCU,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DOGG,8.66,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DOL,2.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DON,2.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DOUG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DOV,0.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DOW,5.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DOX,3.46,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DPST,1.8,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DPZ,2.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRAY,84.45,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,DRH,3.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRI,2.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRIP,3.57,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRIV,0.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRN,1.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRS,0.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRSK,3.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DRV,3.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DSGX,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DSI,0.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DSTL,1.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DT,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DTD,1.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DTE,3.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DTM,2.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DTRE,3.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DUHP,0.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DUK,3.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DUKH,5.65,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DUKZ,3.82,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DULL,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DUO,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DUOL,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DUSA,0.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DUSB,4.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DUST,9.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DVA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DVN,2.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DVRE,0.88,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DVY,3.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DVYE,5.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DWAS,0.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DWM,2.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DX,15.52,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,DXCM,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,DXJ,1.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DYFI,4.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DYNF,0.89,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,DZZ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,E,2.39,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EA,0.38,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EAGG,3.99,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EAGL,0.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EARN,19.53,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,EBAY,1.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EBND,5.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EC,4.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ECH,1.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ECL,1.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ED,3.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EDGF,3.45,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EDTK,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EDU,1.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EDV,5.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EEE,0.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EEIQ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EEM,1.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EEMV,2.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EES,1.11,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EETH,77.86,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,EFA,3.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EFAV,3.02,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EFC,11.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EFG,2.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EFIV,0.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EFV,3.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EFX,1.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EG,1.14,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EGGY,25.99,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,EHC,0.7,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EINC,3.51,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EIPI,6.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EIPX,2.66,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EIX,4.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EL,1.53,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ELAN,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ELF,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ELLA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ELPC,1.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ELS,3.31,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ELV,1.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMB,5.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EME,0.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMGF,1.98,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMHY,6.38,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMLC,6.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMLP,2.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMN,4.37,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMR,1.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMTL,4.96,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EMXC,2.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ENB,3.74,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ENPH,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ENSG,0.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ENTG,0.29,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EOG,3.0,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EPAM,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EPD,5.76,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EPI,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EPP,3.46,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EPR,6.01,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EPRT,3.87,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EPS,1.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQAL,1.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQH,2.53,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQIN,1.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQIX,1.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQNR,4.1,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQR,4.15,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQT,1.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQTY,0.02,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EQWL,1.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ERET,3.48,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ERIC,2.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ERIE,2.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ES,4.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESAB,0.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESGD,3.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESGE,2.02,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESGU,0.92,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESGV,0.85,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESI,0.75,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESLT,0.38,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESML,0.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESNT,1.09,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESRT,2.42,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESS,3.7,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ESTC,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ET,6.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ETCO,106.72,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,ETH,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ETHA,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ETHB,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ETHD,18.2,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,ETHE,1.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ETHT,12.96,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ETHU,3.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ETHV,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ETHW,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ETN,1.07,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ETR,2.27,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,ETSY,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,ETU,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EUHY,4.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EUSA,1.53,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EUSB,3.94,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVLN,6.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVPF,0.68,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVR,0.97,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVRG,3.28,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVSB,4.6,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVSD,4.61,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EVYM,4.78,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EW,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EWA,2.91,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWBC,2.25,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWC,1.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWG,1.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWH,4.77,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWJ,3.96,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWL,1.62,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWN,4.3,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWP,2.12,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWQ,2.56,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWS,3.85,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWT,2.73,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWU,3.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWW,3.06,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWX,2.54,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWY,1.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EWZ,4.55,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EXC,2.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EXEL,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EXI,1.18,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EXP,0.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EXPD,0.96,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EXPE,0.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EXR,4.47,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EZET,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EZM,1.26,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,EZPZ,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,EZU,2.64,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,F,3.79,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FAF,3.19,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FALN,6.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FANG,2.16,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FAPR,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FAS,10.44,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FAST,2.05,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FAUG,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FBCG,0.04,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FBIN,3.2,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FBND,4.69,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FBRT,14.74,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FBT,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FBTC,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FBY,54.85,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,FCAL,3.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FCEF,6.83,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FCN,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FCNCA,0.4,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FCNCO,6.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FCOM,0.9,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FCPT,5.68,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FCX,0.95,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDEC,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FDIG,1.03,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDIS,0.7,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDL,3.63,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDLO,1.35,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDN,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FDRR,2.13,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDS,1.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDVV,2.72,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FDX,1.41,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FE,3.84,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FEAT,84.87,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,high dividend yield; verify special distribution or stale price
US,FEDU,,dividend_review_required,yfinance_ttm_dividend_20260527,review_required,no recent dividend history; not confirmed no-dividend
US,FELC,0.86,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FELG,0.34,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FELV,1.52,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FENI,2.85,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
US,FENY,2.5,dividend_confirmed,yfinance_ttm_dividend_20260527,ready,
